,Origin City,Origin Airport,Destination City,Destination Airport,Date,Route Number,Distance (km),Price
1294,BUDAPEST,BUD,KRAKOW,KRK,2026/01/03,15,292.51,734.85
1295,WARSAW,WAW,KRAKOW,KRK,2025/12/30,15,252.5,321.48
1296,KRAKOW,KRK,BUDAPEST,BUD,2026/01/03,15,292.51,596.45
1297,WARSAW,WAW,SOFIA,SOF,2025/12/30,15,1073.95,180.62
1298,BUDAPEST,BUD,KRAKOW,KRK,2026/01/07,15,292.51,187.85
1299,KRAKOW,KRK,BUDAPEST,BUD,2026/01/07,15,292.51,698.45
1300,PARIS,CDG,SOFIA,SOF,2025/12/26,15,1757.56,157.61
1301,SOFIA,SOF,BUDAPEST,BUD,2025/12/30,15,630.66,186.17
1302,SOFIA,SOF,KRAKOW,KRK,2025/12/30,15,858.84,197.03
1303,SOFIA,SOF,WARSAW,WAW,2025/12/30,15,1073.95,191.03
1304,TAMPA,TPA,NEW YORK CITY,JFK,2025/12/26,16,1615.81,10000000000.0
1305,NEW YORK CITY,JFK,"PORTLAND,MAINE",PWM,2025/12/30,16,450.46,10000000000.0
1306,"PORTLAND,MAINE",PWM,"STOWE,VERMONT",BTV,2026/01/03,16,213.71,10000000000.0
1307,"STOWE,VERMONT",BTV,BOSTON,BOS,2026/01/07,16,268.47,10000000000.0
1308,BOSTON,BOS,TAMPA,TPA,2026/01/11,16,1904.31,10000000000.0
1309,"PORTLAND,MAINE",PWM,BOSTON,BOS,2026/01/03,16,158.97,10000000000.0
1310,BOSTON,BOS,"STOWE,VERMONT",BTV,2026/01/07,16,268.47,10000000000.0
1311,"STOWE,VERMONT",BTV,TAMPA,TPA,2026/01/11,16,2031.58,10000000000.0
1312,NEW YORK CITY,JFK,"STOWE,VERMONT",BTV,2025/12/30,16,430.92,10000000000.0
1313,"STOWE,VERMONT",BTV,"PORTLAND,MAINE",PWM,2026/01/03,16,213.71,10000000000.0
1314,"PORTLAND,MAINE",PWM,BOSTON,BOS,2026/01/07,16,158.97,10000000000.0
1315,"STOWE,VERMONT",BTV,BOSTON,BOS,2026/01/03,16,268.47,10000000000.0
1316,BOSTON,BOS,"PORTLAND,MAINE",PWM,2026/01/07,16,158.97,10000000000.0
1317,"PORTLAND,MAINE",PWM,TAMPA,TPA,2026/01/11,16,2059.87,10000000000.0
1318,NEW YORK CITY,JFK,BOSTON,BOS,2025/12/30,16,305.95,383.26
1319,BOSTON,BOS,"PORTLAND,MAINE",PWM,2026/01/03,16,158.97,10000000000.0
1320,"PORTLAND,MAINE",PWM,"STOWE,VERMONT",BTV,2026/01/07,16,213.71,10000000000.0
1321,BOSTON,BOS,"STOWE,VERMONT",BTV,2026/01/03,16,268.47,10000000000.0
1322,"STOWE,VERMONT",BTV,"PORTLAND,MAINE",PWM,2026/01/07,16,213.71,10000000000.0
1323,TAMPA,TPA,"PORTLAND,MAINE",PWM,2025/12/26,16,2059.87,10000000000.0
1324,"PORTLAND,MAINE",PWM,NEW YORK CITY,JFK,2025/12/30,16,450.46,10000000000.0
1325,NEW YORK CITY,JFK,"STOWE,VERMONT",BTV,2026/01/03,16,430.92,10000000000.0
1326,NEW YORK CITY,JFK,BOSTON,BOS,2026/01/03,16,305.95,383.26
1327,"PORTLAND,MAINE",PWM,"STOWE,VERMONT",BTV,2025/12/30,16,213.71,10000000000.0
1328,"STOWE,VERMONT",BTV,NEW YORK CITY,JFK,2026/01/03,16,430.92,10000000000.0
1329,NEW YORK CITY,JFK,BOSTON,BOS,2026/01/07,16,305.95,383.26
1330,BOSTON,BOS,NEW YORK CITY,JFK,2026/01/07,16,305.95,383.26
1331,NEW YORK CITY,JFK,TAMPA,TPA,2026/01/11,16,1615.81,10000000000.0
1332,"PORTLAND,MAINE",PWM,BOSTON,BOS,2025/12/30,16,158.97,10000000000.0
1333,BOSTON,BOS,NEW YORK CITY,JFK,2026/01/03,16,305.95,383.26
1334,NEW YORK CITY,JFK,"STOWE,VERMONT",BTV,2026/01/07,16,430.92,10000000000.0
1335,"STOWE,VERMONT",BTV,NEW YORK CITY,JFK,2026/01/07,16,430.92,10000000000.0
1336,TAMPA,TPA,"STOWE,VERMONT",BTV,2025/12/26,16,2031.58,10000000000.0
1337,"STOWE,VERMONT",BTV,NEW YORK CITY,JFK,2025/12/30,16,430.92,10000000000.0
1338,NEW YORK CITY,JFK,"PORTLAND,MAINE",PWM,2026/01/03,16,450.46,10000000000.0
1339,"STOWE,VERMONT",BTV,"PORTLAND,MAINE",PWM,2025/12/30,16,213.71,10000000000.0
1340,"PORTLAND,MAINE",PWM,NEW YORK CITY,JFK,2026/01/03,16,450.46,10000000000.0
1341,"STOWE,VERMONT",BTV,BOSTON,BOS,2025/12/30,16,268.47,10000000000.0
1342,NEW YORK CITY,JFK,"PORTLAND,MAINE",PWM,2026/01/07,16,450.46,10000000000.0
1343,"PORTLAND,MAINE",PWM,NEW YORK CITY,JFK,2026/01/07,16,450.46,10000000000.0
1344,TAMPA,TPA,BOSTON,BOS,2025/12/26,16,1904.31,10000000000.0
1345,BOSTON,BOS,NEW YORK CITY,JFK,2025/12/30,16,305.95,383.26
1346,BOSTON,BOS,"PORTLAND,MAINE",PWM,2025/12/30,16,158.97,10000000000.0
1347,BOSTON,BOS,"STOWE,VERMONT",BTV,2025/12/30,16,268.47,10000000000.0
1348,TAMPA,TPA,NEW YORK CITY,JFK,2025/12/26,17,1615.81,10000000000.0
1349,NEW YORK CITY,JFK,"PORTLAND,MAINE",PWM,2025/12/30,17,450.46,10000000000.0
1350,"PORTLAND,MAINE",PWM,PHILADELPHIA,PHL,2026/01/03,17,579.12,10000000000.0
1351,PHILADELPHIA,PHL,"WASHINGTON,D.C. ",DCA,2026/01/07,17,748.73,10000000000.0
1352,"WASHINGTON,D.C. ",DCA,TAMPA,TPA,2026/01/11,17,928.67,10000000000.0
1353,"PORTLAND,MAINE",PWM,"WASHINGTON,D.C. ",DCA,2026/01/03,17,1314.4,10000000000.0
1354,"WASHINGTON,D.C. ",DCA,PHILADELPHIA,PHL,2026/01/07,17,748.73,10000000000.0
1355,PHILADELPHIA,PHL,TAMPA,TPA,2026/01/11,17,1493.49,10000000000.0
1356,NEW YORK CITY,JFK,PHILADELPHIA,PHL,2025/12/30,17,129.54,10000000000.0
1357,PHILADELPHIA,PHL,"PORTLAND,MAINE",PWM,2026/01/03,17,579.12,10000000000.0
1358,"PORTLAND,MAINE",PWM,"WASHINGTON,D.C. ",DCA,2026/01/07,17,1314.4,10000000000.0
1359,PHILADELPHIA,PHL,"WASHINGTON,D.C. ",DCA,2026/01/03,17,748.73,10000000000.0
1360,"WASHINGTON,D.C. ",DCA,"PORTLAND,MAINE",PWM,2026/01/07,17,1314.4,10000000000.0
1361,"PORTLAND,MAINE",PWM,TAMPA,TPA,2026/01/11,17,2059.87,10000000000.0
1362,NEW YORK CITY,JFK,"WASHINGTON,D.C. ",DCA,2025/12/30,17,876.4,10000000000.0
1363,"WASHINGTON,D.C. ",DCA,"PORTLAND,MAINE",PWM,2026/01/03,17,1314.4,10000000000.0
1364,"PORTLAND,MAINE",PWM,PHILADELPHIA,PHL,2026/01/07,17,579.12,10000000000.0
1365,"WASHINGTON,D.C. ",DCA,PHILADELPHIA,PHL,2026/01/03,17,748.73,10000000000.0
1366,PHILADELPHIA,PHL,"PORTLAND,MAINE",PWM,2026/01/07,17,579.12,10000000000.0
1367,TAMPA,TPA,"PORTLAND,MAINE",PWM,2025/12/26,17,2059.87,10000000000.0
1368,"PORTLAND,MAINE",PWM,NEW YORK CITY,JFK,2025/12/30,17,450.46,10000000000.0
1369,NEW YORK CITY,JFK,PHILADELPHIA,PHL,2026/01/03,17,129.54,10000000000.0
1370,NEW YORK CITY,JFK,"WASHINGTON,D.C. ",DCA,2026/01/03,17,876.4,10000000000.0
1371,"PORTLAND,MAINE",PWM,PHILADELPHIA,PHL,2025/12/30,17,579.12,10000000000.0
1372,PHILADELPHIA,PHL,NEW YORK CITY,JFK,2026/01/03,17,129.54,10000000000.0
1373,NEW YORK CITY,JFK,"WASHINGTON,D.C. ",DCA,2026/01/07,17,876.4,10000000000.0
1374,"WASHINGTON,D.C. ",DCA,NEW YORK CITY,JFK,2026/01/07,17,876.4,10000000000.0
1375,NEW YORK CITY,JFK,TAMPA,TPA,2026/01/11,17,1615.81,10000000000.0
1376,"PORTLAND,MAINE",PWM,"WASHINGTON,D.C. ",DCA,2025/12/30,17,1314.4,10000000000.0
1377,"WASHINGTON,D.C. ",DCA,NEW YORK CITY,JFK,2026/01/03,17,876.4,10000000000.0
1378,NEW YORK CITY,JFK,PHILADELPHIA,PHL,2026/01/07,17,129.54,10000000000.0
1379,PHILADELPHIA,PHL,NEW YORK CITY,JFK,2026/01/07,17,129.54,10000000000.0
1380,TAMPA,TPA,PHILADELPHIA,PHL,2025/12/26,17,1493.49,10000000000.0
1381,PHILADELPHIA,PHL,NEW YORK CITY,JFK,2025/12/30,17,129.54,10000000000.0
1382,NEW YORK CITY,JFK,"PORTLAND,MAINE",PWM,2026/01/03,17,450.46,10000000000.0
1383,PHILADELPHIA,PHL,"PORTLAND,MAINE",PWM,2025/12/30,17,579.12,10000000000.0
1384,"PORTLAND,MAINE",PWM,NEW YORK CITY,JFK,2026/01/03,17,450.46,10000000000.0
1385,PHILADELPHIA,PHL,"WASHINGTON,D.C. ",DCA,2025/12/30,17,748.73,10000000000.0
1386,NEW YORK CITY,JFK,"PORTLAND,MAINE",PWM,2026/01/07,17,450.46,10000000000.0
1387,"PORTLAND,MAINE",PWM,NEW YORK CITY,JFK,2026/01/07,17,450.46,10000000000.0
1388,TAMPA,TPA,"WASHINGTON,D.C. ",DCA,2025/12/26,17,928.67,10000000000.0
1389,"WASHINGTON,D.C. ",DCA,NEW YORK CITY,JFK,2025/12/30,17,876.4,10000000000.0
1390,"WASHINGTON,D.C. ",DCA,"PORTLAND,MAINE",PWM,2025/12/30,17,1314.4,10000000000.0
1391,"WASHINGTON,D.C. ",DCA,PHILADELPHIA,PHL,2025/12/30,17,748.73,10000000000.0
1392,SAN DIEGO,SAN,ASPEN,ASE,2025/12/26,18,1175.38,10000000000.0
1393,ASPEN,ASE,MAMMOTH MOUNTAIN,MMH,2025/12/30,18,1077.48,10000000000.0
1394,MAMMOTH MOUNTAIN,MMH,VAIL,EGE,2026/01/03,18,1120.49,10000000000.0
1395,VAIL,EGE,SALT LAKE CITY,SLC,2026/01/07,18,484.12,10000000000.0
1396,SALT LAKE CITY,SLC,SAN DIEGO,SAN,2026/01/11,18,1009.72,10000000000.0
1397,MAMMOTH MOUNTAIN,MMH,SALT LAKE CITY,SLC,2026/01/03,18,706.69,10000000000.0
1398,SALT LAKE CITY,SLC,VAIL,EGE,2026/01/07,18,484.12,10000000000.0
1399,VAIL,EGE,SAN DIEGO,SAN,2026/01/11,18,1235.02,10000000000.0
1400,ASPEN,ASE,VAIL,EGE,2025/12/30,18,62.83,10000000000.0
1401,VAIL,EGE,MAMMOTH MOUNTAIN,MMH,2026/01/03,18,1120.49,10000000000.0
1402,MAMMOTH MOUNTAIN,MMH,SALT LAKE CITY,SLC,2026/01/07,18,706.69,10000000000.0
1403,VAIL,EGE,SALT LAKE CITY,SLC,2026/01/03,18,484.12,10000000000.0
1404,SALT LAKE CITY,SLC,MAMMOTH MOUNTAIN,MMH,2026/01/07,18,706.69,10000000000.0
1405,MAMMOTH MOUNTAIN,MMH,SAN DIEGO,SAN,2026/01/11,18,572.5,10000000000.0
1406,ASPEN,ASE,SALT LAKE CITY,SLC,2025/12/30,18,466.13,10000000000.0
1407,SALT LAKE CITY,SLC,MAMMOTH MOUNTAIN,MMH,2026/01/03,18,706.69,10000000000.0
1408,MAMMOTH MOUNTAIN,MMH,VAIL,EGE,2026/01/07,18,1120.49,10000000000.0
1409,SALT LAKE CITY,SLC,VAIL,EGE,2026/01/03,18,484.12,10000000000.0
1410,VAIL,EGE,MAMMOTH MOUNTAIN,MMH,2026/01/07,18,1120.49,10000000000.0
1411,SAN DIEGO,SAN,MAMMOTH MOUNTAIN,MMH,2025/12/26,18,572.5,10000000000.0
1412,MAMMOTH MOUNTAIN,MMH,ASPEN,ASE,2025/12/30,18,1077.48,10000000000.0
1413,ASPEN,ASE,VAIL,EGE,2026/01/03,18,62.83,10000000000.0
1414,ASPEN,ASE,SALT LAKE CITY,SLC,2026/01/03,18,466.13,10000000000.0
1415,MAMMOTH MOUNTAIN,MMH,VAIL,EGE,2025/12/30,18,1120.49,10000000000.0
1416,VAIL,EGE,ASPEN,ASE,2026/01/03,18,62.83,10000000000.0
1417,ASPEN,ASE,SALT LAKE CITY,SLC,2026/01/07,18,466.13,10000000000.0
1418,SALT LAKE CITY,SLC,ASPEN,ASE,2026/01/07,18,466.13,10000000000.0
1419,ASPEN,ASE,SAN DIEGO,SAN,2026/01/11,18,1175.38,10000000000.0
1420,MAMMOTH MOUNTAIN,MMH,SALT LAKE CITY,SLC,2025/12/30,18,706.69,10000000000.0
1421,SALT LAKE CITY,SLC,ASPEN,ASE,2026/01/03,18,466.13,10000000000.0
1422,ASPEN,ASE,VAIL,EGE,2026/01/07,18,62.83,10000000000.0
1423,VAIL,EGE,ASPEN,ASE,2026/01/07,18,62.83,10000000000.0
1424,SAN DIEGO,SAN,VAIL,EGE,2025/12/26,18,1235.02,10000000000.0
1425,VAIL,EGE,ASPEN,ASE,2025/12/30,18,62.83,10000000000.0
1426,ASPEN,ASE,MAMMOTH MOUNTAIN,MMH,2026/01/03,18,1077.48,10000000000.0
1427,VAIL,EGE,MAMMOTH MOUNTAIN,MMH,2025/12/30,18,1120.49,10000000000.0
1428,MAMMOTH MOUNTAIN,MMH,ASPEN,ASE,2026/01/03,18,1077.48,10000000000.0
1429,VAIL,EGE,SALT LAKE CITY,SLC,2025/12/30,18,484.12,10000000000.0
1430,ASPEN,ASE,MAMMOTH MOUNTAIN,MMH,2026/01/07,18,1077.48,10000000000.0
1431,MAMMOTH MOUNTAIN,MMH,ASPEN,ASE,2026/01/07,18,1077.48,10000000000.0
1432,SAN DIEGO,SAN,SALT LAKE CITY,SLC,2025/12/26,18,1009.72,10000000000.0
1433,SALT LAKE CITY,SLC,ASPEN,ASE,2025/12/30,18,466.13,10000000000.0
1434,SALT LAKE CITY,SLC,MAMMOTH MOUNTAIN,MMH,2025/12/30,18,706.69,10000000000.0
1435,SALT LAKE CITY,SLC,VAIL,EGE,2025/12/30,18,484.12,10000000000.0
1436,SAN DIEGO,SAN,LAKE TAHOE,RNO,2025/12/26,19,754.94,10000000000.0
1437,LAKE TAHOE,RNO,PARK CITY,SLC,2025/12/30,19,749.84,10000000000.0
1438,PARK CITY,SLC,BEND,RDM,2026/01/03,19,890.72,10000000000.0
1439,BEND,RDM,ASPEN,ASE,2026/01/07,19,1318.59,10000000000.0
1440,ASPEN,ASE,SAN DIEGO,SAN,2026/01/11,19,1175.38,10000000000.0
1441,PARK CITY,SLC,ASPEN,ASE,2026/01/03,19,430.62,10000000000.0
1442,ASPEN,ASE,BEND,RDM,2026/01/07,19,1318.59,10000000000.0
1443,BEND,RDM,SAN DIEGO,SAN,2026/01/11,19,1311.82,10000000000.0
1444,LAKE TAHOE,RNO,BEND,RDM,2025/12/30,19,562.51,10000000000.0
1445,BEND,RDM,PARK CITY,SLC,2026/01/03,19,890.72,10000000000.0
1446,PARK CITY,SLC,ASPEN,ASE,2026/01/07,19,430.62,10000000000.0
1447,BEND,RDM,ASPEN,ASE,2026/01/03,19,1318.59,10000000000.0
1448,ASPEN,ASE,PARK CITY,SLC,2026/01/07,19,430.62,10000000000.0
1449,PARK CITY,SLC,SAN DIEGO,SAN,2026/01/11,19,1015.48,10000000000.0
1450,LAKE TAHOE,RNO,ASPEN,ASE,2025/12/30,19,1140.29,10000000000.0
1451,ASPEN,ASE,PARK CITY,SLC,2026/01/03,19,430.62,10000000000.0
1452,PARK CITY,SLC,BEND,RDM,2026/01/07,19,890.72,10000000000.0
1453,ASPEN,ASE,BEND,RDM,2026/01/03,19,1318.59,10000000000.0
1454,BEND,RDM,PARK CITY,SLC,2026/01/07,19,890.72,10000000000.0
1455,SAN DIEGO,SAN,PARK CITY,SLC,2025/12/26,19,1015.48,10000000000.0
1456,PARK CITY,SLC,LAKE TAHOE,RNO,2025/12/30,19,749.84,10000000000.0
1457,LAKE TAHOE,RNO,BEND,RDM,2026/01/03,19,562.51,10000000000.0
1458,LAKE TAHOE,RNO,ASPEN,ASE,2026/01/03,19,1140.29,10000000000.0
1459,PARK CITY,SLC,BEND,RDM,2025/12/30,19,890.72,10000000000.0
1460,BEND,RDM,LAKE TAHOE,RNO,2026/01/03,19,562.51,10000000000.0
1461,LAKE TAHOE,RNO,ASPEN,ASE,2026/01/07,19,1140.29,10000000000.0
1462,ASPEN,ASE,LAKE TAHOE,RNO,2026/01/07,19,1140.29,10000000000.0
1463,LAKE TAHOE,RNO,SAN DIEGO,SAN,2026/01/11,19,754.94,10000000000.0
1464,PARK CITY,SLC,ASPEN,ASE,2025/12/30,19,430.62,10000000000.0
1465,ASPEN,ASE,LAKE TAHOE,RNO,2026/01/03,19,1140.29,10000000000.0
1466,LAKE TAHOE,RNO,BEND,RDM,2026/01/07,19,562.51,10000000000.0
1467,BEND,RDM,LAKE TAHOE,RNO,2026/01/07,19,562.51,10000000000.0
1468,SAN DIEGO,SAN,BEND,RDM,2025/12/26,19,1311.82,10000000000.0
1469,BEND,RDM,LAKE TAHOE,RNO,2025/12/30,19,562.51,10000000000.0
1470,LAKE TAHOE,RNO,PARK CITY,SLC,2026/01/03,19,749.84,10000000000.0
1471,BEND,RDM,PARK CITY,SLC,2025/12/30,19,890.72,10000000000.0
1472,PARK CITY,SLC,LAKE TAHOE,RNO,2026/01/03,19,749.84,10000000000.0
1473,BEND,RDM,ASPEN,ASE,2025/12/30,19,1318.59,10000000000.0
1474,LAKE TAHOE,RNO,PARK CITY,SLC,2026/01/07,19,749.84,10000000000.0
1475,PARK CITY,SLC,LAKE TAHOE,RNO,2026/01/07,19,749.84,10000000000.0
1476,SAN DIEGO,SAN,ASPEN,ASE,2025/12/26,19,1175.38,10000000000.0
1477,ASPEN,ASE,LAKE TAHOE,RNO,2025/12/30,19,1140.29,10000000000.0
1478,ASPEN,ASE,PARK CITY,SLC,2025/12/30,19,430.62,10000000000.0
1479,ASPEN,ASE,BEND,RDM,2025/12/30,19,1318.59,10000000000.0
1480,VIENNA,VIE,ROME,FCO,2025/07/01,20,764.8,122.72
1481,ROME,FCO,PORTO,OPO,2025/07/05,20,1756.0,109.15
1482,PORTO,OPO,BARCELONA,BCN,2025/07/09,20,899.93,83.51
1483,BARCELONA,BCN,"VENICE,ITALY",VCE,2025/07/13,20,936.13,86.44
1484,"VENICE,ITALY",VCE,AIX-EN-PROVENCE,MRS,2025/07/17,20,585.75,138.11
1485,AIX-EN-PROVENCE,MRS,VIENNA,VIE,2025/07/21,20,991.57,131.30
1486,BARCELONA,BCN,AIX-EN-PROVENCE,MRS,2025/07/13,20,359.77,125.00
1487,AIX-EN-PROVENCE,MRS,"VENICE,ITALY",VCE,2025/07/17,20,585.75,198.34
1488,"VENICE,ITALY",VCE,VIENNA,VIE,2025/07/21,20,435.0,144.79
1489,PORTO,OPO,"VENICE,ITALY",VCE,2025/07/09,20,1755.27,78.32
1490,"VENICE,ITALY",VCE,BARCELONA,BCN,2025/07/13,20,936.13,85.95
1491,BARCELONA,BCN,AIX-EN-PROVENCE,MRS,2025/07/17,20,359.77,98.00
1492,"VENICE,ITALY",VCE,AIX-EN-PROVENCE,MRS,2025/07/13,20,585.75,158.03
1493,AIX-EN-PROVENCE,MRS,BARCELONA,BCN,2025/07/17,20,359.77,191.44
1494,BARCELONA,BCN,VIENNA,VIE,2025/07/21,20,1350.41,100.34
1495,PORTO,OPO,AIX-EN-PROVENCE,MRS,2025/07/09,20,1184.0,67.66
1496,AIX-EN-PROVENCE,MRS,BARCELONA,BCN,2025/07/13,20,359.77,121.33
1497,BARCELONA,BCN,"VENICE,ITALY",VCE,2025/07/17,20,936.13,86.44
1498,AIX-EN-PROVENCE,MRS,"VENICE,ITALY",VCE,2025/07/13,20,585.75,91.49
1499,"VENICE,ITALY",VCE,BARCELONA,BCN,2025/07/17,20,936.13,85.95
1500,ROME,FCO,BARCELONA,BCN,2025/07/05,20,861.57,66.99
1501,BARCELONA,BCN,PORTO,OPO,2025/07/09,20,899.93,86.44
1502,PORTO,OPO,"VENICE,ITALY",VCE,2025/07/13,20,1755.27,78.32
1503,PORTO,OPO,AIX-EN-PROVENCE,MRS,2025/07/13,20,1184.0,67.66
1504,BARCELONA,BCN,"VENICE,ITALY",VCE,2025/07/09,20,936.13,86.44
1505,"VENICE,ITALY",VCE,PORTO,OPO,2025/07/13,20,1755.27,138.45
1506,PORTO,OPO,AIX-EN-PROVENCE,MRS,2025/07/17,20,1184.0,67.66
1507,AIX-EN-PROVENCE,MRS,PORTO,OPO,2025/07/17,20,1184.0,173.96
1508,PORTO,OPO,VIENNA,VIE,2025/07/21,20,2113.71,140.00
1509,BARCELONA,BCN,AIX-EN-PROVENCE,MRS,2025/07/09,20,359.77,98.00
1510,AIX-EN-PROVENCE,MRS,PORTO,OPO,2025/07/13,20,1184.0,173.96
1511,PORTO,OPO,"VENICE,ITALY",VCE,2025/07/17,20,1755.27,78.32
1512,"VENICE,ITALY",VCE,PORTO,OPO,2025/07/17,20,1755.27,82.11
1513,ROME,FCO,"VENICE,ITALY",VCE,2025/07/05,20,394.47,101.19
1514,"VENICE,ITALY",VCE,PORTO,OPO,2025/07/09,20,1755.27,82.11
1515,PORTO,OPO,BARCELONA,BCN,2025/07/13,20,899.93,94.66
1516,"VENICE,ITALY",VCE,BARCELONA,BCN,2025/07/09,20,936.13,85.95
1517,BARCELONA,BCN,PORTO,OPO,2025/07/13,20,899.93,86.44
1518,"VENICE,ITALY",VCE,AIX-EN-PROVENCE,MRS,2025/07/09,20,585.75,153.03
1519,PORTO,OPO,BARCELONA,BCN,2025/07/17,20,899.93,83.51
1520,BARCELONA,BCN,PORTO,OPO,2025/07/17,20,899.93,86.44
1521,ROME,FCO,AIX-EN-PROVENCE,MRS,2025/07/05,20,604.76,145.15
1522,AIX-EN-PROVENCE,MRS,PORTO,OPO,2025/07/09,20,1184.0,173.96
1523,AIX-EN-PROVENCE,MRS,BARCELONA,BCN,2025/07/09,20,359.77,190.66
1524,AIX-EN-PROVENCE,MRS,"VENICE,ITALY",VCE,2025/07/09,20,585.75,168.54
1525,VIENNA,VIE,PORTO,OPO,2025/07/01,20,2113.71,190.38
1526,PORTO,OPO,ROME,FCO,2025/07/05,20,1756.0,72.32
1527,ROME,FCO,BARCELONA,BCN,2025/07/09,20,861.57,66.99
1528,ROME,FCO,"VENICE,ITALY",VCE,2025/07/09,20,394.47,72.19
1529,ROME,FCO,AIX-EN-PROVENCE,MRS,2025/07/09,20,604.76,145.15
1530,PORTO,OPO,BARCELONA,BCN,2025/07/05,20,899.93,83.51
1531,BARCELONA,BCN,ROME,FCO,2025/07/09,20,861.57,68.84
1532,ROME,FCO,"VENICE,ITALY",VCE,2025/07/13,20,394.47,72.19
1533,ROME,FCO,AIX-EN-PROVENCE,MRS,2025/07/13,20,604.76,166.15
1534,"VENICE,ITALY",VCE,ROME,FCO,2025/07/13,20,394.47,69.52
1535,ROME,FCO,AIX-EN-PROVENCE,MRS,2025/07/17,20,604.76,145.15
1536,AIX-EN-PROVENCE,MRS,ROME,FCO,2025/07/17,20,604.76,170.75
1537,ROME,FCO,VIENNA,VIE,2025/07/21,20,764.8,101.49
1538,AIX-EN-PROVENCE,MRS,ROME,FCO,2025/07/13,20,604.76,201.75
1539,ROME,FCO,"VENICE,ITALY",VCE,2025/07/17,20,394.47,72.19
1540,"VENICE,ITALY",VCE,ROME,FCO,2025/07/17,20,394.47,69.52
1541,PORTO,OPO,"VENICE,ITALY",VCE,2025/07/05,20,1755.27,131.66
1542,"VENICE,ITALY",VCE,ROME,FCO,2025/07/09,20,394.47,69.52
1543,ROME,FCO,BARCELONA,BCN,2025/07/13,20,861.57,66.99
1544,BARCELONA,BCN,ROME,FCO,2025/07/13,20,861.57,68.84
1545,ROME,FCO,BARCELONA,BCN,2025/07/17,20,861.57,66.99
1546,BARCELONA,BCN,ROME,FCO,2025/07/17,20,861.57,68.84
1547,PORTO,OPO,AIX-EN-PROVENCE,MRS,2025/07/05,20,1184.0,67.66
1548,AIX-EN-PROVENCE,MRS,ROME,FCO,2025/07/09,20,604.76,172.54
1549,VIENNA,VIE,BARCELONA,BCN,2025/07/01,20,1350.41,111.72
1550,BARCELONA,BCN,ROME,FCO,2025/07/05,20,861.57,68.84
1551,ROME,FCO,PORTO,OPO,2025/07/09,20,1756.0,86.81
1552,BARCELONA,BCN,PORTO,OPO,2025/07/05,20,899.93,86.44
1553,PORTO,OPO,ROME,FCO,2025/07/09,20,1756.0,72.32
1554,BARCELONA,BCN,"VENICE,ITALY",VCE,2025/07/05,20,936.13,88.00
1555,ROME,FCO,PORTO,OPO,2025/07/13,20,1756.0,86.81
1556,PORTO,OPO,ROME,FCO,2025/07/13,20,1756.0,92.66
1557,ROME,FCO,PORTO,OPO,2025/07/17,20,1756.0,109.15
1558,PORTO,OPO,ROME,FCO,2025/07/17,20,1756.0,72.32
1559,BARCELONA,BCN,AIX-EN-PROVENCE,MRS,2025/07/05,20,359.77,98.00
1560,VIENNA,VIE,"VENICE,ITALY",VCE,2025/07/01,20,435.0,144.86
1561,"VENICE,ITALY",VCE,ROME,FCO,2025/07/05,20,394.47,79.52
1562,"VENICE,ITALY",VCE,PORTO,OPO,2025/07/05,20,1755.27,138.45
1563,"VENICE,ITALY",VCE,BARCELONA,BCN,2025/07/05,20,936.13,85.95
1564,"VENICE,ITALY",VCE,AIX-EN-PROVENCE,MRS,2025/07/05,20,585.75,158.03
1565,VIENNA,VIE,AIX-EN-PROVENCE,MRS,2025/07/01,20,991.57,164.76
1566,AIX-EN-PROVENCE,MRS,ROME,FCO,2025/07/05,20,604.76,188.52
1567,AIX-EN-PROVENCE,MRS,PORTO,OPO,2025/07/05,20,1184.0,173.96
1568,AIX-EN-PROVENCE,MRS,BARCELONA,BCN,2025/07/05,20,359.77,191.54
1569,AIX-EN-PROVENCE,MRS,"VENICE,ITALY",VCE,2025/07/05,20,585.75,190.75
1570,VIENNA,VIE,ROME,FCO,2025/08/01,21,764.8,122.72
1571,ROME,FCO,PORTO,OPO,2025/08/05,21,1756.0,156.49
1572,PORTO,OPO,BARCELONA,BCN,2025/08/09,21,899.93,159.34
1573,BARCELONA,BCN,"VENICE,ITALY",VCE,2025/08/13,21,936.13,135.44
1574,"VENICE,ITALY",VCE,AIX-EN-PROVENCE,MRS,2025/08/17,21,585.75,182.15
1575,AIX-EN-PROVENCE,MRS,VIENNA,VIE,2025/08/21,21,991.57,161.95
1576,BARCELONA,BCN,AIX-EN-PROVENCE,MRS,2025/08/13,21,359.77,206.44
1577,AIX-EN-PROVENCE,MRS,"VENICE,ITALY",VCE,2025/08/17,21,585.75,91.49
1578,"VENICE,ITALY",VCE,VIENNA,VIE,2025/08/21,21,435.0,170.90
1579,PORTO,OPO,"VENICE,ITALY",VCE,2025/08/09,21,1755.27,182.32
1580,"VENICE,ITALY",VCE,BARCELONA,BCN,2025/08/13,21,936.13,116.83
1581,BARCELONA,BCN,AIX-EN-PROVENCE,MRS,2025/08/17,21,359.77,200.54
1582,"VENICE,ITALY",VCE,AIX-EN-PROVENCE,MRS,2025/08/13,21,585.75,181.44
1583,AIX-EN-PROVENCE,MRS,BARCELONA,BCN,2025/08/17,21,359.77,121.33
1584,BARCELONA,BCN,VIENNA,VIE,2025/08/21,21,1350.41,100.34
